order_id,order_date,product_id,product_category,price,quantity,discount,customer_id,region,payment_method
O015965,2024-08-20,P007,Beauty,878.0,2,0.05,C0877,South,Credit Card
O015966,2024-07-08,P012,Beauty,230.63,2,0.0,C0446,West,Cash
O015967,2024-04-16,P065,Beauty,896.63,2,0.05,C0606,North,Credit Card
O015968,2024-02-29,P085,Clothing,464.81,5,0.2,C0759,West,UPI
O015969,2024-01-19,P002,Home,437.19,2,0.15,C1171,South,Credit Card
O015970,2024-02-09,P092,Electronics,799.97,4,0.2,C0982,East,UPI
O015971,2024-06-07,P033,Electronics,165.93,2,0.05,C1704,West,Credit Card
O015972,2024-11-13,P074,Sports,704.85,5,0.0,C0831,North,Credit Card
O015973,2024-06-13,P038,Home,916.94,5,0.0,C1587,North,UPI
O015974,2024-08-20,P002,Home,664.32,2,0.0,C1915,South,Debit Card
O015975,2024-02-11,P090,Clothing,343.99,5,0.2,C1483,North,Cash
O015976,2024-05-30,P002,Clothing,84.54,3,0.05,C1325,West,Debit Card
O015977,2024-02-21,P062,Home,844.98,1,0.1,C0188,North,Credit Card
O015978,2024-12-16,P055,Electronics,259.63,4,0.2,C1167,West,Cash
O015979,2024-06-18,P025,Clothing,596.59,2,0.1,C1333,East,UPI
O015980,2024-09-30,P033,Beauty,111.83,1,0.05,C0145,East,UPI
O015981,2024-09-02,P059,Beauty,462.31,5,0.2,C1441,West,Cash
O015982,2024-01-29,P098,Home,577.55,1,0.05,C1527,East,Debit Card
O015983,2024-01-01,P031,Home,459.94,1,0.15,C0113,South,Credit Card
O015984,2024-08-25,P064,Sports,372.56,1,0.15,C1069,South,Debit Card
O015985,2024-11-25,P059,Electronics,611.95,3,0.05,C0436,East,Cash
O015986,2024-10-06,P017,Beauty,328.23,4,0.2,C0052,East,Credit Card
O015987,2024-11-24,P082,Home,941.98,5,0.2,C1210,North,UPI
O015988,2024-01-06,P042,Home,761.53,2,0.1,C0291,North,Credit Card
O015989,2024-05-07,P046,Home,582.23,2,0.05,C0766,North,UPI
O015990,2024-01-20,P026,Electronics,61.02,3,0.1,C1555,East,Cash
O015991,2024-08-30,P092,Beauty,594.45,3,0.1,C1690,East,UPI
O015992,2024-03-17,P031,Electronics,928.15,1,0.2,C1493,South,Credit Card
O015993,2024-08-19,P017,Sports,323.94,5,0.2,C1354,South,Debit Card
O015994,2024-11-20,P090,Electronics,196.01,2,0.1,C1996,North,Credit Card
O015995,2024-05-30,P085,Electronics,656.29,2,0.0,C0382,North,Credit Card
O015996,2024-02-20,P041,Sports,416.52,2,0.05,C0138,North,UPI
O015997,2024-04-29,P003,Clothing,183.07,5,0.15,C0052,South,Cash
O015998,2024-07-03,P079,Beauty,294.37,1,0.05,C1155,East,Cash
O015999,2024-03-30,P095,Electronics,170.45,5,0.2,C0666,West,Debit Card
O016000,2024-12-02,P090,Beauty,23.08,2,0.2,C0666,South,Debit Card
O016001,2024-12-28,P083,Sports,774.6,4,0.1,C1478,East,Credit Card
O016002,2024-03-28,P069,Electronics,982.14,2,0.15,C0175,East,Credit Card
O016003,2024-09-13,P067,Beauty,454.3,5,0.15,C0843,South,Cash
O016004,2024-04-18,P009,Clothing,210.62,1,0.0,C0519,South,Credit Card
O016005,2024-08-22,P044,Beauty,295.35,2,0.05,C0410,West,Cash
O016006,2024-09-26,P091,Clothing,281.85,5,0.0,C1051,North,Debit Card
O016007,2024-06-10,P028,Home,207.34,3,0.2,C1354,East,UPI
O016008,2024-06-15,P077,Electronics,710.26,1,0.2,C0360,South,Cash
O016009,2024-04-24,P093,Home,455.45,1,0.05,C0758,North,Credit Card
O016010,2024-11-13,P093,Sports,942.54,2,0.0,C1640,East,Credit Card
O016011,2024-11-08,P067,Sports,668.88,2,0.1,C0541,South,Cash
O016012,2024-10-10,P054,Sports,40.77,3,0.0,C0645,North,Credit Card
O016013,2024-10-20,P022,Beauty,35.12,4,0.05,C0031,East,UPI
O016014,2024-08-30,P022,Clothing,784.39,5,0.1,C0821,North,Cash
O016015,2024-07-14,P099,Beauty,546.75,4,0.1,C0224,East,UPI
O016016,2024-11-20,P018,Sports,984.19,2,0.05,C0208,East,Debit Card
O016017,2024-04-13,P089,Beauty,845.35,1,0.1,C0733,West,UPI
O016018,2024-07-11,P003,Clothing,683.18,5,0.0,C1267,North,Debit Card
O016019,2024-04-06,P038,Sports,261.67,1,0.0,C1362,South,Debit Card
O016020,2024-06-14,P064,Beauty,707.27,5,0.1,C1485,West,Credit Card
O016021,2024-03-15,P006,Home,453.72,2,0.1,C0619,East,Debit Card
O016022,2024-10-21,P056,Home,584.15,1,0.1,C0476,South,Cash
O016023,2024-11-28,P033,Beauty,693.31,4,0.15,C1290,West,Cash
O016024,2024-05-03,P036,Home,177.14,5,0.05,C0819,South,Credit Card
O016025,2024-03-22,P099,Sports,31.31,4,0.1,C1308,East,Credit Card
O016026,2024-04-29,P082,Electronics,543.88,2,0.05,C0677,North,Cash
O016027,2024-12-07,P017,Sports,254.43,4,0.0,C1947,East,Credit Card
O016028,2024-05-01,P073,Electronics,679.77,2,0.05,C1219,West,UPI
O016029,2024-05-17,P003,Clothing,358.69,1,0.15,C0261,West,Credit Card
O016030,2024-01-15,P087,Beauty,246.78,3,0.1,C0175,West,Debit Card
O016031,2024-05-23,P057,Home,499.92,2,0.15,C1658,West,Cash
O016032,2024-05-27,P022,Clothing,200.95,5,0.15,C1378,South,Cash
O016033,2024-03-18,P070,Home,351.94,5,0.05,C0345,East,Credit Card
O016034,2024-06-18,P082,Clothing,921.8,5,0.0,C1851,East,Credit Card
O016035,2024-08-27,P081,Clothing,360.89,1,0.2,C0272,North,Credit Card
O016036,2024-12-16,P060,Sports,606.21,4,0.05,C1893,West,Cash
O016037,2024-05-31,P033,Home,909.5,2,0.1,C0468,North,Credit Card
O016038,2024-07-22,P074,Sports,862.7,2,0.0,C0140,North,Credit Card
O016039,2024-10-25,P066,Home,712.64,5,0.2,C0674,West,Credit Card
O016040,2024-12-20,P100,Electronics,530.0,5,0.15,C1173,South,Cash
O016041,2024-04-08,P060,Clothing,506.98,2,0.2,C0327,South,Cash
O016042,2024-06-20,P026,Electronics,33.2,4,0.15,C1285,North,Debit Card
O016043,2024-11-11,P050,Beauty,117.13,4,0.1,C0278,East,UPI
O016044,2024-05-29,P004,Sports,628.5,5,0.1,C0288,East,UPI
O016045,2024-06-18,P011,Electronics,582.79,4,0.05,C1622,West,UPI
O016046,2024-09-29,P029,Clothing,588.15,3,0.0,C1211,North,Debit Card
O016047,2024-12-23,P089,Beauty,184.65,4,0.15,C1677,South,Credit Card
O016048,2024-11-08,P080,Clothing,115.96,1,0.1,C1954,North,Credit Card
O016049,2024-01-26,P049,Sports,370.71,3,0.0,C1710,West,Debit Card
O016050,2024-03-13,P071,Electronics,439.75,1,0.2,C1114,East,Debit Card
O016051,2024-03-27,P022,Home,726.1,5,0.0,C0807,North,Debit Card
O016052,2024-01-09,P019,Sports,154.52,5,0.05,C0120,South,Cash
O016053,2024-04-10,P074,Beauty,862.24,4,0.2,C1372,South,Cash
O016054,2024-12-31,P093,Sports,747.54,1,0.15,C0845,East,Cash
O016055,2024-06-25,P086,Home,484.06,5,0.05,C0409,West,Cash
O016056,2024-11-30,P064,Home,754.99,2,0.15,C0113,South,Credit Card
O016057,2024-01-24,P086,Beauty,938.55,1,0.2,C1102,South,UPI
O016058,2024-11-25,P100,Clothing,620.59,2,0.0,C0224,West,Cash
O016059,2024-01-31,P012,Beauty,717.27,3,0.15,C0676,West,Credit Card
O016060,2024-06-23,P078,Beauty,18.32,1,0.15,C1982,East,Cash
O016061,2024-04-09,P024,Sports,288.46,1,0.2,C1353,West,UPI
O016062,2024-07-02,P025,Beauty,601.98,3,0.1,C1891,East,Credit Card
O016063,2024-08-12,P062,Sports,780.44,3,0.0,C1254,East,Credit Card
O016064,2024-12-08,P083,Sports,642.0,4,0.05,C0213,South,Credit Card
O016065,2024-05-23,P089,Electronics,229.91,5,0.1,C1488,East,Credit Card
O016066,2024-01-25,P091,Clothing,460.23,2,0.15,C1486,North,Cash
O016067,2024-12-13,P065,Home,883.24,3,0.1,C0523,East,Cash
O016068,2024-03-06,P037,Beauty,233.71,4,0.2,C0523,North,Cash
O016069,2024-12-11,P041,Sports,114.83,3,0.15,C1156,South,UPI
O016070,2024-12-14,P041,Home,60.7,3,0.2,C0448,South,Debit Card
O016071,2024-12-13,P019,Beauty,422.38,3,0.0,C1687,North,Cash
O016072,2024-01-21,P051,Beauty,603.2,1,0.0,C1036,East,UPI
O016073,2024-03-30,P097,Home,469.1,5,0.0,C1365,East,Credit Card
O016074,2024-06-10,P032,Sports,506.62,2,0.0,C1241,West,Credit Card
O016075,2024-05-10,P011,Home,713.31,5,0.1,C0631,East,UPI
O016076,2024-05-12,P062,Electronics,533.46,2,0.15,C1224,West,Cash
O016077,2024-03-25,P074,Clothing,237.78,2,0.0,C1478,South,Cash
O016078,2024-08-03,P005,Electronics,696.28,5,0.0,C0972,West,Cash
O016079,2024-10-23,P034,Home,983.42,1,0.2,C1983,East,Debit Card
O016080,2024-02-14,P001,Electronics,302.49,5,0.1,C0398,East,UPI
O016081,2024-12-08,P041,Electronics,495.82,2,0.15,C0851,South,Debit Card
O016082,2024-10-30,P025,Home,63.57,1,0.2,C0630,West,Debit Card
O016083,2024-09-22,P067,Clothing,695.78,1,0.05,C1147,North,UPI
O016084,2024-10-03,P098,Beauty,854.27,2,0.2,C1454,West,Credit Card
O016085,2024-08-21,P087,Home,928.45,5,0.15,C0468,West,Cash
O016086,2024-02-05,P007,Sports,136.58,3,0.2,C0579,East,Cash
O016087,2024-10-17,P045,Home,443.16,4,0.0,C0712,South,Credit Card
O016088,2024-04-05,P074,Sports,742.85,2,0.2,C0121,South,UPI
O016089,2024-06-17,P096,Sports,409.45,5,0.05,C1847,South,UPI
O016090,2024-08-19,P091,Sports,814.18,2,0.1,C1047,South,Cash
O016091,2024-01-30,P066,Clothing,907.53,4,0.2,C1102,West,Cash
O016092,2024-12-03,P030,Sports,485.32,4,0.05,C1830,East,Debit Card
O016093,2024-08-18,P021,Clothing,888.04,4,0.05,C0457,West,UPI
O016094,2024-06-13,P008,Clothing,253.16,1,0.1,C1190,North,Credit Card
O016095,2024-08-10,P030,Electronics,402.13,3,0.15,C1647,East,UPI
O016096,2024-05-28,P099,Electronics,277.17,5,0.2,C0368,North,Debit Card
O016097,2024-10-24,P091,Clothing,48.06,4,0.05,C0644,West,Credit Card
O016098,2024-03-18,P001,Beauty,433.75,4,0.2,C1613,West,Cash
O016099,2024-01-17,P064,Clothing,758.11,2,0.0,C0236,East,Credit Card
O016100,2024-08-27,P030,Sports,511.04,1,0.0,C0562,South,Cash
O016101,2024-02-19,P061,Clothing,366.93,4,0.05,C1133,West,Debit Card
O016102,2024-03-14,P040,Electronics,483.7,2,0.1,C0694,East,Cash
O016103,2024-04-23,P009,Clothing,92.91,5,0.0,C0781,South,Debit Card
O016104,2024-03-29,P075,Beauty,263.19,3,0.2,C1322,South,Debit Card
O016105,2024-07-09,P086,Sports,294.47,2,0.1,C0987,East,Credit Card
O016106,2024-09-18,P100,Beauty,497.72,5,0.15,C1911,North,Cash
O016107,2024-03-09,P061,Clothing,103.99,3,0.15,C0785,South,Cash
O016108,2024-01-04,P087,Beauty,102.41,1,0.15,C1015,East,Credit Card
O016109,2024-05-01,P080,Electronics,58.56,3,0.1,C0489,West,Cash
O016110,2024-12-30,P053,Electronics,973.67,3,0.2,C0705,South,Debit Card
O016111,2024-11-12,P020,Electronics,643.82,1,0.05,C1770,East,Debit Card
O016112,2024-12-12,P010,Clothing,237.73,3,0.2,C1471,West,Credit Card
O016113,2024-11-27,P029,Beauty,216.02,1,0.2,C0293,North,Cash
O016114,2024-03-29,P028,Electronics,815.11,2,0.2,C1287,West,Debit Card
O016115,2024-05-03,P025,Electronics,427.96,1,0.1,C1645,East,Cash
O016116,2024-08-15,P094,Home,483.36,4,0.15,C0107,West,Debit Card
O016117,2024-12-26,P047,Sports,523.19,1,0.0,C0161,South,Debit Card
O016118,2024-08-02,P029,Home,902.08,5,0.05,C1708,North,Cash
O016119,2024-06-18,P020,Electronics,159.07,2,0.15,C0176,East,Debit Card
O016120,2024-05-07,P050,Electronics,797.84,4,0.15,C0884,North,Debit Card
O016121,2024-01-12,P033,Beauty,453.9,4,0.0,C1171,West,Debit Card
O016122,2024-12-19,P054,Clothing,493.65,5,0.15,C1077,West,Cash
O016123,2024-10-23,P072,Home,538.15,5,0.05,C0919,West,UPI
O016124,2024-02-24,P078,Home,10.39,3,0.15,C0040,North,Cash
O016125,2024-09-12,P033,Sports,136.91,1,0.2,C0627,North,Cash
O016126,2024-11-03,P041,Clothing,597.86,2,0.05,C0168,East,Debit Card
O016127,2024-12-17,P048,Sports,759.35,5,0.15,C0253,West,Debit Card
O016128,2024-06-30,P019,Home,133.39,1,0.05,C1630,West,Credit Card
O016129,2024-07-31,P064,Sports,429.73,4,0.15,C1398,West,Cash
O016130,2024-08-03,P086,Home,211.36,3,0.0,C0930,North,Cash
O016131,2024-06-09,P039,Home,118.15,3,0.15,C1860,West,Debit Card
O016132,2024-08-02,P075,Clothing,430.61,4,0.0,C0889,South,UPI
O016133,2024-11-25,P037,Beauty,603.16,1,0.1,C0221,West,Debit Card
O016134,2024-04-23,P089,Clothing,617.51,5,0.2,C1869,East,Cash
O016135,2024-06-09,P062,Sports,534.24,4,0.1,C0716,North,Credit Card
O016136,2024-12-25,P044,Clothing,504.01,2,0.1,C0914,North,UPI
O016137,2024-06-15,P031,Clothing,502.26,1,0.15,C1738,South,Credit Card
O016138,2024-10-28,P088,Home,880.23,4,0.15,C0953,East,Debit Card
O016139,2024-03-27,P062,Electronics,266.81,1,0.2,C1275,North,UPI
O016140,2024-06-21,P040,Beauty,902.02,3,0.15,C1401,West,Cash
O016141,2024-06-07,P068,Home,778.94,1,0.05,C0268,North,Cash
O016142,2024-11-25,P045,Home,901.42,5,0.2,C1274,West,Credit Card
O016143,2024-11-11,P008,Beauty,71.82,1,0.0,C0528,North,Debit Card
O016144,2024-05-28,P049,Sports,935.94,2,0.1,C0893,East,UPI
O016145,2024-02-24,P093,Clothing,498.72,4,0.2,C0916,East,Cash
O016146,2024-11-05,P014,Sports,774.55,4,0.15,C1535,North,Credit Card
O016147,2024-04-29,P023,Sports,569.83,2,0.15,C1209,South,Debit Card
O016148,2024-12-07,P007,Sports,994.44,5,0.2,C0187,East,Debit Card
O016149,2024-09-09,P037,Clothing,338.04,4,0.1,C0485,East,Credit Card
O016150,2024-11-10,P064,Clothing,757.82,5,0.2,C1137,West,UPI
O016151,2024-03-12,P088,Beauty,128.62,5,0.1,C0548,East,Debit Card
O016152,2024-08-06,P050,Sports,739.19,2,0.05,C1906,North,Cash
O016153,2024-12-15,P092,Home,662.63,1,0.05,C0488,West,Credit Card
O016154,2024-12-11,P086,Electronics,676.27,5,0.15,C0656,South,Cash
O016155,2024-06-19,P030,Home,462.97,4,0.2,C0904,West,Cash
O016156,2024-09-24,P081,Clothing,558.71,3,0.0,C0568,South,Debit Card
O016157,2024-11-13,P078,Home,518.95,5,0.15,C1928,South,UPI
O016158,2024-03-08,P082,Clothing,870.51,2,0.15,C0820,South,Cash
O016159,2024-08-22,P086,Electronics,498.32,1,0.1,C0979,South,UPI
O016160,2024-10-27,P048,Clothing,790.27,4,0.15,C0125,South,UPI
O016161,2024-04-09,P024,Electronics,397.39,4,0.05,C0367,West,Debit Card
O016162,2024-04-10,P039,Beauty,382.14,3,0.1,C0224,South,Credit Card
O016163,2024-06-19,P011,Beauty,167.03,2,0.0,C1701,North,Credit Card
O016164,2024-07-06,P065,Electronics,273.05,1,0.0,C0043,South,Cash
O016165,2024-07-23,P087,Electronics,532.11,3,0.05,C0952,North,Cash
O016166,2024-04-06,P086,Sports,584.01,4,0.0,C1979,South,Debit Card
O016167,2024-04-24,P047,Electronics,822.12,1,0.15,C1372,North,Cash
O016168,2024-04-21,P024,Clothing,680.5,1,0.15,C0669,South,Credit Card
O016169,2024-10-24,P055,Beauty,42.98,3,0.05,C1653,South,Debit Card
O016170,2024-03-14,P100,Home,670.63,1,0.1,C1825,North,Cash
O016171,2024-10-18,P073,Sports,496.44,3,0.2,C1965,East,UPI
O016172,2024-04-08,P093,Home,369.57,2,0.15,C0886,North,Debit Card
O016173,2024-07-22,P070,Electronics,210.9,4,0.2,C0314,South,Cash
O016174,2024-08-20,P047,Clothing,269.66,4,0.05,C0216,South,Cash
O016175,2024-05-02,P036,Electronics,272.2,2,0.05,C0753,West,UPI
O016176,2024-03-30,P083,Home,886.74,4,0.1,C0642,South,Credit Card
O016177,2024-02-17,P072,Beauty,264.14,1,0.05,C0138,North,Debit Card
O016178,2024-02-29,P028,Beauty,167.17,1,0.05,C0812,East,Credit Card
O016179,2024-02-24,P013,Electronics,405.17,5,0.2,C1198,East,Debit Card
O016180,2024-01-31,P064,Electronics,438.79,1,0.1,C0082,North,Credit Card
O016181,2024-07-25,P092,Home,763.16,4,0.2,C1822,West,UPI
O016182,2024-09-15,P025,Beauty,799.22,5,0.1,C0100,North,Cash
O016183,2024-12-29,P049,Beauty,293.17,4,0.15,C1911,East,UPI
O016184,2024-09-06,P091,Clothing,189.47,2,0.15,C1297,North,Cash
O016185,2024-11-24,P088,Beauty,346.31,3,0.0,C1067,East,UPI
O016186,2024-08-16,P028,Electronics,371.17,3,0.0,C1261,South,Debit Card
O016187,2024-05-05,P059,Electronics,67.17,1,0.0,C0389,North,Debit Card
O016188,2024-12-27,P055,Clothing,738.58,3,0.15,C0526,North,UPI
O016189,2024-02-11,P010,Beauty,409.85,3,0.05,C0624,North,UPI
O016190,2024-07-03,P049,Beauty,964.92,1,0.1,C0248,South,Cash
O016191,2024-05-16,P022,Electronics,703.68,1,0.0,C1450,West,UPI
O016192,2024-04-20,P096,Electronics,736.87,4,0.1,C1991,South,Debit Card
O016193,2024-02-29,P063,Clothing,407.31,1,0.15,C1948,East,Credit Card
O016194,2024-05-13,P070,Home,594.02,5,0.15,C0827,South,Credit Card
O016195,2024-01-18,P051,Electronics,421.65,5,0.0,C0966,East,Cash
O016196,2024-09-03,P089,Sports,809.97,2,0.2,C0248,South,UPI
O016197,2024-11-23,P060,Beauty,798.84,3,0.15,C1388,West,Credit Card
O016198,2024-10-30,P001,Home,632.19,1,0.05,C0089,West,Credit Card
O016199,2024-07-08,P002,Clothing,56.29,1,0.0,C1417,East,Cash
O016200,2024-03-01,P020,Sports,703.6,2,0.0,C1001,South,Cash
O016201,2024-03-17,P063,Clothing,600.72,4,0.2,C1758,South,Credit Card
O016202,2024-11-09,P091,Home,865.31,1,0.05,C0230,East,UPI
O016203,2024-08-12,P004,Home,563.48,4,0.1,C1870,North,Cash
O016204,2024-03-14,P077,Sports,552.58,2,0.0,C1820,West,Cash
O016205,2024-07-15,P006,Electronics,608.34,2,0.1,C1642,North,Debit Card
O016206,2024-03-05,P020,Beauty,729.9,1,0.0,C0798,North,UPI
O016207,2024-05-24,P061,Clothing,152.67,2,0.1,C0697,North,Cash
O016208,2024-06-23,P030,Home,886.83,4,0.05,C1987,South,Debit Card
O016209,2024-06-10,P091,Home,25.52,1,0.0,C0195,West,Cash
O016210,2024-11-10,P009,Beauty,558.37,1,0.15,C0579,East,Debit Card
O016211,2024-06-09,P058,Home,614.36,3,0.1,C1502,North,UPI
O016212,2024-03-05,P036,Home,954.62,4,0.0,C1419,South,Cash
O016213,2024-09-29,P044,Beauty,562.86,2,0.15,C1603,South,UPI
O016214,2024-04-12,P014,Beauty,985.47,1,0.1,C0305,East,UPI
O016215,2024-03-26,P024,Sports,923.07,5,0.05,C0557,West,Debit Card
O016216,2024-04-05,P047,Clothing,380.73,5,0.0,C1437,South,Credit Card
O016217,2024-05-20,P029,Clothing,773.46,2,0.05,C0350,West,Debit Card
O016218,2024-06-02,P008,Clothing,861.14,4,0.15,C0323,South,Debit Card
O016219,2024-02-08,P010,Electronics,981.67,3,0.05,C1359,South,UPI
O016220,2024-08-04,P077,Home,34.74,2,0.05,C0526,East,UPI
O016221,2024-07-30,P082,Beauty,660.02,1,0.0,C1007,South,Cash
O016222,2024-02-28,P042,Beauty,738.28,1,0.0,C0299,South,Credit Card
O016223,2024-06-07,P009,Beauty,695.3,1,0.1,C0980,South,Credit Card
O016224,2024-10-14,P016,Sports,865.78,2,0.2,C0691,North,Debit Card
O016225,2024-11-19,P002,Sports,720.01,1,0.15,C1211,South,Cash
O016226,2024-03-13,P050,Clothing,893.89,4,0.05,C1704,West,UPI
O016227,2024-10-12,P013,Clothing,782.55,4,0.05,C0705,West,UPI
O016228,2024-07-05,P053,Electronics,168.42,5,0.1,C0503,West,Debit Card
O016229,2024-02-28,P002,Beauty,363.99,5,0.15,C1786,East,Debit Card
O016230,2024-05-13,P052,Home,80.73,5,0.15,C1139,North,UPI
O016231,2024-09-09,P012,Sports,908.98,1,0.2,C0888,South,Credit Card
O016232,2024-09-04,P051,Home,204.49,5,0.05,C0466,South,Credit Card
O016233,2024-03-18,P016,Clothing,741.97,1,0.2,C0851,South,Cash
O016234,2024-06-01,P055,Home,737.13,4,0.15,C0610,South,Cash
O016235,2024-04-04,P017,Sports,407.58,1,0.15,C0933,North,UPI
O016236,2024-06-02,P002,Home,382.48,5,0.05,C0243,West,UPI
O016237,2024-04-04,P030,Sports,961.02,4,0.05,C1379,East,UPI
O016238,2024-06-18,P013,Clothing,205.71,4,0.05,C1047,North,Debit Card
O016239,2024-08-03,P017,Sports,977.09,5,0.0,C0751,West,UPI
O016240,2024-10-09,P024,Electronics,282.3,5,0.0,C1066,North,Cash
O016241,2024-07-20,P071,Electronics,700.14,1,0.0,C1210,East,Credit Card
O016242,2024-02-28,P036,Clothing,829.47,1,0.0,C0915,South,Cash
O016243,2024-05-18,P060,Beauty,419.04,2,0.0,C1508,North,Cash
O016244,2024-08-03,P061,Sports,329.66,1,0.0,C0753,West,UPI
O016245,2024-05-24,P005,Sports,371.92,3,0.15,C1683,West,Cash
O016246,2024-03-06,P034,Home,144.2,5,0.2,C0944,East,UPI
O016247,2024-03-22,P043,Home,558.94,5,0.15,C0066,North,Debit Card
O016248,2024-03-23,P039,Electronics,145.95,2,0.05,C1835,East,UPI
O016249,2024-10-13,P078,Home,587.86,4,0.0,C0799,North,Debit Card
O016250,2024-09-25,P013,Electronics,940.92,2,0.1,C0347,North,Debit Card
O016251,2024-04-09,P057,Clothing,461.69,4,0.05,C0146,South,Debit Card
O016252,2024-03-10,P079,Electronics,674.06,5,0.2,C0367,South,Credit Card
O016253,2024-05-28,P043,Sports,355.84,3,0.1,C0456,North,UPI
O016254,2024-12-30,P054,Home,364.79,5,0.1,C0916,South,Cash
O016255,2024-09-02,P080,Beauty,523.18,4,0.1,C0579,North,UPI
O016256,2024-11-20,P053,Beauty,88.15,3,0.1,C1751,East,Debit Card
O016257,2024-11-11,P024,Beauty,428.27,4,0.2,C1656,North,Cash
O016258,2024-10-04,P090,Beauty,720.55,4,0.2,C1315,South,UPI
O016259,2024-08-21,P013,Home,73.22,2,0.0,C1041,East,Debit Card
O016260,2024-07-01,P065,Electronics,738.44,5,0.15,C0899,East,UPI
O016261,2024-11-09,P001,Home,47.46,5,0.1,C0234,East,UPI
O016262,2024-12-09,P061,Home,270.3,3,0.2,C1127,East,Debit Card
O016263,2024-05-06,P030,Clothing,987.49,3,0.0,C0549,West,Credit Card
O016264,2024-01-15,P061,Clothing,844.87,5,0.1,C0655,South,Cash
O016265,2024-12-30,P015,Beauty,692.14,4,0.0,C0456,West,Debit Card
O016266,2024-07-25,P005,Sports,820.36,2,0.05,C1836,East,Cash
O016267,2024-05-13,P028,Clothing,292.71,1,0.0,C1236,South,UPI
O016268,2024-03-23,P058,Beauty,122.25,5,0.15,C1872,West,Debit Card
O016269,2024-06-15,P026,Home,614.8,4,0.2,C0397,South,UPI
O016270,2024-02-23,P024,Clothing,638.81,1,0.0,C0985,South,Credit Card
O016271,2024-06-13,P034,Electronics,507.54,1,0.2,C0912,East,Debit Card
O016272,2024-05-16,P065,Home,407.71,5,0.15,C1436,North,UPI
O016273,2024-08-18,P044,Sports,458.01,3,0.05,C1506,East,Cash
O016274,2024-10-02,P034,Sports,680.46,4,0.2,C0803,South,Credit Card
O016275,2024-03-18,P027,Clothing,784.43,1,0.1,C0255,East,Credit Card
O016276,2024-02-18,P094,Beauty,776.59,5,0.15,C0946,East,Credit Card
O016277,2024-01-10,P058,Sports,601.06,3,0.15,C0219,South,UPI
O016278,2024-05-02,P020,Home,353.18,5,0.0,C1516,South,Cash
O016279,2024-07-29,P058,Sports,742.88,2,0.2,C1770,North,Credit Card
O016280,2024-07-18,P009,Electronics,501.41,5,0.1,C1270,West,Debit Card
O016281,2024-07-30,P075,Clothing,962.66,2,0.0,C1569,North,Credit Card
O016282,2024-05-11,P038,Electronics,354.9,3,0.0,C0696,West,Credit Card
O016283,2024-03-23,P007,Sports,913.99,5,0.2,C1981,East,UPI
O016284,2024-07-06,P053,Beauty,575.42,4,0.1,C1030,East,UPI
O016285,2024-09-10,P097,Sports,497.31,4,0.15,C0451,South,Credit Card
O016286,2024-11-04,P018,Electronics,73.03,3,0.2,C0084,North,UPI
O016287,2024-04-21,P081,Clothing,21.79,5,0.05,C1788,North,Credit Card
O016288,2024-08-02,P100,Sports,541.96,5,0.0,C0642,North,Cash
O016289,2024-10-15,P045,Home,279.23,1,0.2,C1045,West,Cash
O016290,2024-05-02,P029,Sports,564.46,2,0.15,C0821,East,Credit Card
O016291,2024-05-16,P013,Electronics,481.02,3,0.05,C1206,West,UPI
O016292,2024-07-30,P023,Electronics,347.72,3,0.1,C1238,West,Credit Card
O016293,2024-08-19,P028,Electronics,292.32,1,0.05,C0968,West,Debit Card
O016294,2024-03-14,P085,Electronics,565.7,5,0.15,C0630,South,Cash
O016295,2024-03-24,P022,Clothing,200.18,1,0.2,C1573,North,UPI
O016296,2024-08-24,P092,Beauty,194.66,2,0.2,C0415,North,Debit Card
O016297,2024-10-24,P047,Electronics,100.94,3,0.15,C0921,North,Credit Card
O016298,2024-07-30,P038,Electronics,528.7,1,0.2,C0501,East,Cash
O016299,2024-06-05,P056,Sports,700.54,5,0.05,C1193,East,Debit Card
O016300,2024-08-23,P038,Sports,656.55,2,0.15,C0969,East,UPI
O016301,2024-07-01,P010,Clothing,558.0,2,0.15,C0687,North,UPI
O016302,2024-12-10,P042,Beauty,868.49,5,0.1,C0941,East,Debit Card
O016303,2024-07-01,P044,Electronics,226.21,1,0.1,C0554,North,Credit Card
O016304,2024-10-20,P034,Beauty,677.72,1,0.15,C0411,North,Credit Card
O016305,2024-09-11,P030,Sports,751.33,3,0.1,C0022,North,Cash
O016306,2024-04-18,P043,Sports,862.54,5,0.05,C0778,South,Cash
O016307,2024-05-10,P098,Beauty,869.88,1,0.0,C1409,North,Credit Card
O016308,2024-12-08,P100,Clothing,257.45,5,0.1,C1476,West,Cash
O016309,2024-12-14,P038,Beauty,430.16,4,0.15,C1694,West,Credit Card
O016310,2024-03-18,P028,Electronics,816.64,5,0.15,C0190,North,UPI
O016311,2024-01-03,P076,Electronics,115.44,4,0.15,C0980,East,Debit Card
O016312,2024-06-25,P037,Electronics,506.11,3,0.15,C0507,East,Debit Card
O016313,2024-02-23,P045,Beauty,973.85,1,0.1,C0177,West,UPI
O016314,2024-08-10,P024,Sports,44.37,4,0.15,C0286,North,Debit Card
O016315,2024-11-07,P073,Home,488.92,2,0.0,C1982,East,UPI
O016316,2024-06-09,P008,Beauty,512.68,5,0.15,C1707,West,Debit Card
O016317,2024-02-01,P023,Clothing,91.83,2,0.1,C0812,North,Credit Card
O016318,2024-09-24,P067,Clothing,601.65,2,0.05,C0768,North,Cash
